Experiment,Date,Pre Post,Plot,Strip,PT Height (mm),evi_mean,ndvi_mean,gndvi_mean,savi_mean,msavi_mean,Acc_Gdd,Total Biomass (kg/ha)
SHTFG,8/10/2018,Pre,211_1,12,52,1.31,0.63,0.66,0.94,0.77,2209.95,1155
SHTFG,8/10/2018,Pre,211_1,5,50,1.27,0.62,0.66,0.94,0.77,2209.95,1117
SHTFG,8/24/2018,Pre,111_1,3,30,1.42,0.55,0.56,0.82,0.71,2471.35,660
SHTFG,8/10/2018,Pre,111_1,6,67,1.35,0.64,0.68,0.96,0.78,2209.95,1447
SHTFG,9/12/2018,Pre,211_1,1,77,1.51,0.76,0.77,1.13,0.86,2827.89,1677
SHTFG,11/7/2018,Pre,111_1,6,52,1.48,0.63,0.64,0.94,0.77,3358.76,1125
SHTFG,9/28/2018,Pre,111_2,5,226,1.71,0.76,0.76,1.14,0.86,3079.29,4876
SHTFG,8/10/2018,Pre,211_2,3,60,1.31,0.63,0.67,0.95,0.77,2209.95,1303
SHTFG,8/24/2018,Pre,111_1,11,76,1.81,0.62,0.61,0.93,0.76,2471.35,1628
SHTFG,8/24/2018,Pre,111_1,1,41,1.71,0.59,0.59,0.88,0.74,2471.35,879
SHTFG,9/28/2018,Pre,111_2,3,228,1.7,0.76,0.77,1.14,0.87,3079.29,4890
SHTFG,9/12/2018,Pre,111_2,2,185,1.71,0.82,0.81,1.23,0.9,2827.89,3968
SHTFG,8/10/2018,Pre,214_2,3,31,1.26,0.6,0.65,0.9,0.75,2209.95,670
SHTFG,9/12/2018,Pre,211_2,4,188,1.67,0.81,0.81,1.22,0.9,2827.89,4006
SHTFG,11/7/2018,Pre,121_2,5,201,1.73,0.71,0.72,1.07,0.83,3358.76,4255
SHTFG,8/10/2018,Pre,111_2,8,110,1.47,0.69,0.72,1.03,0.81,2209.95,2320
SHTFG,8/10/2018,Pre,214_1,11,40,1.26,0.6,0.64,0.89,0.75,2209.95,836
SHTFG,9/12/2018,Pre,211_1,6,44,1.26,0.66,0.69,0.99,0.79,2827.89,917
SHTFG,11/7/2018,Pre,121_2,1,175,1.35,0.57,0.6,0.86,0.73,3358.76,3652
SHTFG,9/28/2018,Pre,111_2,2,231,1.75,0.78,0.78,1.16,0.87,3079.29,4777
SHTFG,8/24/2018,Pre,111_1,7,62,1.67,0.63,0.64,0.94,0.77,2471.35,1256
SHTFG,9/28/2018,Pre,121_2,6,205,1.61,0.72,0.73,1.08,0.84,3079.29,4149
SHTFG,11/7/2018,Pre,111_2,10,149,1.38,0.61,0.63,0.91,0.76,3358.76,3008
SHTFG,8/24/2018,Pre,111_2,1,67,1.59,0.58,0.6,0.87,0.74,2471.35,1346
SHTFG,8/10/2018,Pre,121_2,2,33,1.21,0.58,0.63,0.87,0.74,2209.95,669
SHTFG,8/24/2018,Pre,121_2,2,46,1.7,0.59,0.6,0.89,0.75,2471.35,926
SHTFG,9/28/2018,Pre,211_1,10,186,1.54,0.75,0.76,1.12,0.86,3079.29,3694
SHTFG,9/12/2018,Pre,211_2,5,184,1.65,0.8,0.79,1.19,0.89,2827.89,3646
SHTFG,8/24/2018,Pre,111_2,2,56,1.76,0.6,0.6,0.9,0.75,2471.35,1096
SHTFG,8/24/2018,Pre,211_1,9,60,1.96,0.64,0.64,0.96,0.78,2471.35,1173
SHTFG,11/7/2018,Pre,121_1,8,82,1.53,0.66,0.67,0.99,0.79,3358.76,1606
SHTFG,9/12/2018,Pre,111_2,5,183,1.6,0.78,0.79,1.18,0.88,2827.89,3564
SHTFG,9/28/2018,Pre,111_2,7,116,1.56,0.73,0.74,1.09,0.84,3079.29,2248
SHTFG,8/24/2018,Pre,211_2,1,42,1.67,0.59,0.6,0.88,0.74,2471.35,821
SHTFG,9/28/2018,Pre,121_2,8,216,1.75,0.78,0.78,1.17,0.88,3079.29,4178
SHTFG,9/12/2018,Pre,211_1,13,88,1.53,0.77,0.78,1.16,0.87,2827.89,1695
SHTFG,9/28/2018,Pre,121_2,6,117,1.61,0.72,0.73,1.08,0.84,3079.29,2220
SHTFG,9/28/2018,Pre,121_2,9,219,1.79,0.78,0.78,1.17,0.88,3079.29,4158
SHTFG,9/12/2018,Pre,211_1,3,66,1.45,0.73,0.74,1.09,0.84,2827.89,1245
SHTFG,9/28/2018,Pre,214_2,9,222,1.71,0.79,0.8,1.19,0.89,3079.29,4141
SHTFG,8/10/2018,Pre,214_2,7,114,1.45,0.68,0.7,1.01,0.81,2209.95,2086
SHTFG,9/12/2018,Pre,211_2,7,124,1.67,0.81,0.8,1.21,0.89,2827.89,2274
SHTFG,9/28/2018,Pre,111_1,11,182,1.52,0.72,0.73,1.08,0.84,3079.29,3310
SHTFG,9/28/2018,Pre,214_2,10,237,1.76,0.78,0.78,1.17,0.88,3079.29,4297
SHTFG,8/24/2018,Pre,111_1,13,40,1.73,0.61,0.62,0.91,0.76,2471.35,725
SHTFG,8/10/2018,Pre,214_2,6,113,1.4,0.66,0.69,0.99,0.79,2209.95,2035
SHTFG,9/12/2018,Pre,211_2,10,145,1.79,0.84,0.82,1.26,0.91,2827.89,2610
SHTFG,9/28/2018,Pre,214_2,1,135,1.58,0.76,0.77,1.14,0.87,3079.29,2394
SHTFG,9/12/2018,Pre,111_1,2,67,1.42,0.74,0.75,1.1,0.85,2827.89,1183
SHTFG,9/28/2018,Pre,121_2,4,211,1.67,0.75,0.75,1.13,0.86,3079.29,3707
SHTFG,9/12/2018,Pre,211_1,10,111,1.57,0.78,0.78,1.17,0.88,2827.89,1947
SHTFG,9/28/2018,Pre,111_1,10,180,1.48,0.72,0.74,1.08,0.84,3079.29,3141
SHTFG,9/28/2018,Pre,214_1,3,131,1.47,0.71,0.73,1.06,0.83,3079.29,2279
SHTFG,11/7/2018,Pre,111_1,3,79,1.43,0.64,0.65,0.96,0.78,3358.76,1373
SHTFG,9/28/2018,Pre,111_1,3,111,1.54,0.71,0.72,1.07,0.83,3079.29,1921
SHTFG,9/28/2018,Pre,111_1,1,128,1.58,0.72,0.74,1.08,0.84,3079.29,2194
SHTFG,9/12/2018,Pre,111_2,10,146,1.67,0.82,0.81,1.22,0.9,2827.89,2495
SHTFG,9/12/2018,Pre,211_1,7,57,1.25,0.66,0.68,0.98,0.79,2827.89,981
SHTFG,9/28/2018,Pre,211_1,9,189,1.62,0.77,0.78,1.16,0.87,3079.29,3228
SHTFG,9/12/2018,Pre,211_2,1,61,1.41,0.73,0.74,1.09,0.84,2827.89,1029
SHTFG,9/12/2018,Pre,111_1,9,118,1.56,0.78,0.77,1.17,0.88,2827.89,1984
SHTFG,9/28/2018,Pre,121_2,5,165,1.68,0.75,0.76,1.12,0.85,3079.29,2763
SHTFG,9/12/2018,Pre,111_2,8,152,1.7,0.82,0.82,1.23,0.9,2827.89,2515
SHTFG,9/28/2018,Pre,214_1,11,162,1.52,0.73,0.75,1.1,0.85,3079.29,2647
SHTFG,9/12/2018,Pre,111_2,3,195,1.72,0.82,0.8,1.23,0.9,2827.89,3192
SHTFG,9/28/2018,Pre,214_1,12,141,1.59,0.75,0.76,1.12,0.86,3079.29,2307
SHTFG,9/28/2018,Pre,214_2,3,228,1.75,0.79,0.8,1.19,0.89,3079.29,3715
SHTFG,9/28/2018,Pre,214_1,13,123,1.58,0.76,0.76,1.14,0.86,3079.29,1977
SHTFG,9/28/2018,Pre,211_2,1,126,1.64,0.75,0.76,1.13,0.86,3079.29,2033
SHTFG,9/28/2018,Pre,214_1,10,148,1.56,0.73,0.75,1.1,0.85,3079.29,2360
SHTFG,8/10/2018,Pre,111_1,7,42,1.39,0.65,0.69,0.97,0.79,2209.95,659
SHTFG,8/10/2018,Pre,214_2,5,74,1.37,0.63,0.66,0.95,0.77,2209.95,1171
SHTFG,11/7/2018,Pre,111_1,4,99,1.45,0.65,0.66,0.97,0.78,3358.76,1556
SHTFG,9/28/2018,Pre,211_1,7,122,1.45,0.71,0.73,1.06,0.83,3079.29,1896
SHTFG,9/28/2018,Pre,211_1,6,115,1.48,0.72,0.74,1.07,0.83,3079.29,1782
SHTFG,9/12/2018,Pre,111_2,4,199,1.73,0.82,0.8,1.23,0.9,2827.89,3048
SHTFG,11/7/2018,Pre,111_1,7,75,1.33,0.6,0.63,0.9,0.75,3358.76,1152
SHTFG,9/28/2018,Pre,214_2,7,220,1.75,0.8,0.81,1.2,0.89,3079.29,3303
SHTFG,11/7/2018,Pre,121_2,3,82,1.52,0.67,0.69,1.01,0.8,3358.76,1216
SHTFG,11/7/2018,Pre,111_1,5,100,1.42,0.64,0.65,0.95,0.78,3358.76,1486
SHTFG,9/28/2018,Pre,214_1,2,159,1.48,0.71,0.73,1.07,0.83,3079.29,2354
SHTFG,9/12/2018,Pre,211_1,11,118,1.49,0.76,0.76,1.13,0.86,2827.89,1710
SHTFG,9/28/2018,Pre,111_1,13,131,1.55,0.72,0.73,1.08,0.84,3079.29,1892
SHTFG,9/28/2018,Pre,214_1,4,136,1.51,0.7,0.71,1.04,0.82,3079.29,1971
SHTFG,9/28/2018,Pre,214_1,5,144,1.51,0.7,0.73,1.06,0.83,3079.29,2023
SHTFG,9/28/2018,Pre,211_1,1,151,1.62,0.75,0.76,1.13,0.86,3079.29,2086
SHTFG,9/28/2018,Pre,111_2,9,221,1.68,0.77,0.78,1.15,0.87,3079.29,3044
SHTFG,11/7/2018,Pre,121_1,11,84,1.4,0.62,0.65,0.93,0.76,3358.76,1158
SHTFG,11/7/2018,Pre,121_2,6,203,1.59,0.7,0.71,1.05,0.83,3358.76,2769
SHTFG,9/28/2018,Pre,211_1,4,133,1.55,0.73,0.75,1.09,0.84,3079.29,1806
SHTFG,11/7/2018,Pre,121_2,2,154,1.28,0.56,0.6,0.85,0.72,3358.76,2084
SHTFG,9/12/2018,Pre,111_1,4,54,1.3,0.7,0.73,1.05,0.82,2827.89,730
SHTFG,9/28/2018,Pre,211_1,3,130,1.57,0.74,0.75,1.11,0.85,3079.29,1723
SHTFG,9/28/2018,Pre,211_1,5,96,1.55,0.73,0.74,1.1,0.84,3079.29,1258
SHTFG,9/28/2018,Pre,111_1,5,82,1.38,0.67,0.69,1,0.8,3079.29,1064
SHTFG,11/7/2018,Pre,121_2,7,74,1.46,0.63,0.65,0.94,0.77,3358.76,959
SHTFG,9/28/2018,Pre,214_1,6,109,1.44,0.69,0.7,1.03,0.82,3079.29,1377
SHTFG,8/24/2018,Pre,111_1,9,99,1.82,0.64,0.63,0.95,0.78,2471.35,1239
SHTFG,9/28/2018,Pre,214_1,7,91,1.33,0.68,0.71,1.02,0.81,3079.29,1090
SHTFG,9/28/2018,Pre,211_2,2,121,1.52,0.72,0.74,1.08,0.84,3079.29,1453
SHTFG,9/28/2018,Pre,211_1,2,152,1.63,0.75,0.76,1.13,0.86,3079.29,1759
SHTFG,9/28/2018,Pre,214_2,6,194,1.71,0.8,0.8,1.2,0.89,3079.29,2238
SHTFG,11/7/2018,Pre,111_2,8,61,1.17,0.56,0.6,0.84,0.72,3358.76,695
SHTFG,9/12/2018,Pre,211_2,8,139,1.7,0.81,0.81,1.22,0.9,2827.89,1586
SHTFG,5/13/2019,Pre,211_1,10,54,1.49,0.66,0.6,0.99,0.79,3798.24,391
SHTFG,5/13/2019,Pre,211_1,8,68,1.54,0.7,0.63,1.04,0.82,3798.24,492
SHTFG,5/13/2019,Pre,214_2,7,174,1.71,0.73,0.67,1.1,0.85,3798.24,1264
SHTFG,5/13/2019,Pre,214_1,10,66,1.52,0.67,0.6,1.01,0.8,3798.24,484
SHTFG,5/13/2019,Pre,214_2,1,150,1.93,0.79,0.7,1.18,0.88,3798.24,1100
SHTFG,5/13/2019,Pre,111_1,5,47,1.59,0.68,0.61,1.02,0.81,3798.24,343
SHTFG,5/13/2019,Pre,121_2,2,121,1.93,0.79,0.72,1.18,0.88,3798.24,894
SHTFG,5/13/2019,Pre,111_1,2,51,1.56,0.67,0.61,1.01,0.8,3798.24,378
SHTFG,5/13/2019,Pre,111_1,13,42,1.47,0.65,0.59,0.98,0.79,3798.24,314
SHTFG,5/13/2019,Pre,111_1,10,38,1.64,0.68,0.62,1.03,0.81,3798.24,285
SHTFG,5/13/2019,Pre,214_1,12,83,1.71,0.71,0.63,1.07,0.83,3798.24,631
SHTFG,5/13/2019,Pre,214_2,8,184,1.57,0.69,0.64,1.04,0.82,3798.24,1395
SHTFG,5/13/2019,Pre,214_2,10,160,1.54,0.67,0.63,1.01,0.8,3798.24,1214
SHTFG,5/13/2019,Pre,121_2,1,145,1.83,0.77,0.7,1.16,0.87,3798.24,1115
SHTFG,5/13/2019,Pre,111_1,6,52,1.58,0.69,0.62,1.04,0.82,3798.24,400
SHTFG,5/13/2019,Pre,121_1,9,105,1.9,0.78,0.68,1.17,0.88,3798.24,826
SHTFG,5/13/2019,Pre,111_1,3,47,1.58,0.71,0.63,1.06,0.83,3798.24,369
SHTFG,5/13/2019,Pre,214_1,8,75,1.67,0.71,0.63,1.06,0.83,3798.24,600
SHTFG,5/13/2019,Pre,121_2,10,180,1.83,0.75,0.68,1.13,0.86,3798.24,1473
SHTFG,5/13/2019,Pre,211_2,9,200,1.85,0.8,0.72,1.2,0.89,3798.24,1654
SHTFG,5/13/2019,Pre,211_2,2,152,2.05,0.84,0.76,1.26,0.91,3798.24,1255
SHTFG,5/13/2019,Pre,111_2,9,99,1.83,0.76,0.68,1.15,0.87,3798.24,823
SHTFG,5/13/2019,Pre,111_2,1,165,1.63,0.7,0.65,1.06,0.83,3798.24,1371
SHTFG,5/13/2019,Pre,111_1,4,45,1.6,0.7,0.63,1.04,0.82,3798.24,376
SHTFG,5/13/2019,Pre,211_1,6,47,1.6,0.71,0.64,1.06,0.83,3798.24,396
SHTFG,5/13/2019,Pre,214_2,2,118,1.83,0.77,0.68,1.16,0.87,3798.24,1001
SHTFG,5/13/2019,Pre,211_2,3,138,2.11,0.84,0.75,1.26,0.91,3798.24,1209
SHTFG,5/13/2019,Pre,211_1,13,51,1.51,0.69,0.62,1.03,0.82,3798.24,448
SHTFG,5/13/2019,Pre,111_1,1,55,1.52,0.67,0.62,1,0.8,3798.24,491
SHTFG,5/13/2019,Pre,214_1,11,80,1.47,0.68,0.62,1.01,0.81,3798.24,719
SHTFG,5/13/2019,Pre,211_1,3,61,1.72,0.73,0.65,1.1,0.84,3798.24,543
SHTFG,5/13/2019,Pre,211_2,8,176,2,0.81,0.73,1.21,0.89,3798.24,1599
SHTFG,5/13/2019,Pre,111_1,9,79,1.72,0.72,0.65,1.08,0.84,3798.24,738
SHTFG,5/13/2019,Pre,214_2,5,135,1.83,0.76,0.68,1.14,0.86,3798.24,1260
SHTFG,5/13/2019,Pre,214_1,5,85,1.65,0.71,0.64,1.07,0.83,3798.24,795
SHTFG,5/13/2019,Pre,121_1,11,98,1.88,0.78,0.69,1.17,0.88,3798.24,933
SHTFG,5/13/2019,Pre,211_2,5,119,1.9,0.8,0.72,1.2,0.89,3798.24,1152
SHTFG,5/13/2019,Pre,211_2,10,158,2.01,0.82,0.74,1.23,0.9,3798.24,1570
SHTFG,5/13/2019,Pre,121_2,7,159,2.18,0.86,0.75,1.28,0.92,3798.24,1593
SHTFG,5/13/2019,Pre,211_1,4,67,1.78,0.75,0.65,1.12,0.86,3798.24,674
SHTFG,5/13/2019,Pre,111_1,11,35,1.46,0.63,0.59,0.95,0.77,3798.24,351
SHTFG,5/13/2019,Pre,211_1,7,58,1.53,0.66,0.61,0.99,0.8,3798.24,587
SHTFG,5/13/2019,Pre,121_2,9,188,1.83,0.75,0.68,1.12,0.85,3798.24,1924
SHTFG,5/13/2019,Pre,111_1,7,65,1.69,0.73,0.65,1.09,0.84,3798.24,683
SHTFG,5/13/2019,Pre,214_1,3,72,1.67,0.72,0.65,1.08,0.84,3798.24,764
SHTFG,5/13/2019,Pre,121_1,4,110,2.01,0.79,0.67,1.18,0.88,3798.24,1193
SHTFG,5/13/2019,Pre,121_2,4,133,1.99,0.81,0.72,1.21,0.89,3798.24,1483
SHTFG,5/13/2019,Pre,121_2,6,127,2.1,0.84,0.74,1.26,0.91,3798.24,1417
SHTFG,5/13/2019,Pre,121_1,5,166,1.82,0.76,0.68,1.15,0.87,3798.24,1874
SHTFG,5/13/2019,Pre,121_2,8,149,1.64,0.71,0.66,1.07,0.83,3798.24,1690
SHTFG,5/13/2019,Pre,214_1,4,83,1.73,0.72,0.64,1.08,0.84,3798.24,941
SHTFG,5/13/2019,Pre,211_2,7,137,2.02,0.83,0.74,1.24,0.9,3798.24,1553
SHTFG,5/13/2019,Pre,121_1,12,100,1.87,0.8,0.7,1.19,0.89,3798.24,1180
SHTFG,5/13/2019,Pre,121_1,3,129,1.81,0.76,0.68,1.14,0.86,3798.24,1560
SHTFG,5/13/2019,Pre,211_1,4,49,1.78,0.75,0.65,1.12,0.86,3798.24,606
SHTFG,5/13/2019,Pre,121_1,10,94,1.89,0.79,0.69,1.18,0.88,3798.24,1164
SHTFG,5/13/2019,Pre,211_2,6,92,2.06,0.82,0.74,1.23,0.9,3798.24,1172
SHTFG,5/13/2019,Pre,211_2,1,136,2.04,0.83,0.75,1.25,0.91,3798.24,1770
SHTFG,5/13/2019,Pre,111_2,7,149,2.05,0.83,0.74,1.24,0.91,3798.24,1949
SHTFG,5/13/2019,Pre,121_2,3,106,2.02,0.84,0.75,1.26,0.91,3798.24,1450
SHTFG,5/13/2019,Pre,211_2,4,101,2.04,0.83,0.74,1.24,0.9,3798.24,1389
SHTFG,5/13/2019,Pre,214_1,7,62,1.65,0.71,0.64,1.06,0.83,3798.24,856
SHTFG,5/13/2019,Pre,214_1,1,94,1.76,0.76,0.68,1.14,0.86,3798.24,1307
SHTFG,5/13/2019,Pre,214_1,2,80,1.86,0.76,0.65,1.14,0.86,3798.24,1131
SHTFG,5/13/2019,Pre,214_1,9,67,1.55,0.7,0.63,1.05,0.82,3798.24,983
SHTFG,5/13/2019,Pre,214_1,6,62,1.67,0.72,0.64,1.08,0.84,3798.24,918
SHTFG,5/13/2019,Pre,121_1,1,119,1.84,0.75,0.67,1.12,0.86,3798.24,1771
SHTFG,5/13/2019,Pre,111_1,8,91,1.94,0.78,0.71,1.18,0.88,3798.24,1366
SHTFG,10/15/2018,Pre,111_2,8,109,1.43,0.69,0.71,1.03,0.81,3255.06,3416
SHTFG,10/15/2018,Pre,111_1,8,121,1.32,0.66,0.69,0.99,0.8,3255.06,3653
SHTFG,10/15/2018,Pre,214_1,1,64,1.24,0.61,0.65,0.91,0.76,3255.06,1746
SHTFG,10/15/2018,Pre,214_1,9,60,1.46,0.73,0.75,1.1,0.85,3255.06,1530
SHTFG,10/15/2018,Pre,111_1,1,141,1.58,0.72,0.74,1.08,0.84,3255.06,3290
SHTFG,10/15/2018,Pre,211_2,9,206,1.74,0.79,0.8,1.19,0.88,3255.06,4745
SHTFG,10/15/2018,Pre,214_2,8,211,1.75,0.79,0.8,1.19,0.89,3255.06,4810
SHTFG,10/15/2018,Pre,214_1,6,100,1.44,0.69,0.7,1.03,0.82,3255.06,2267
SHTFG,10/15/2018,Pre,214_1,5,134,1.51,0.7,0.73,1.06,0.83,3255.06,2943
SHTFG,10/15/2018,Pre,111_1,7,98,1.52,0.71,0.73,1.07,0.83,3255.06,2136
SHTFG,10/15/2018,Pre,214_2,10,204,1.76,0.78,0.78,1.17,0.88,3255.06,4396
SHTFG,10/15/2018,Pre,214_2,3,207,1.75,0.79,0.8,1.19,0.89,3255.06,4430
SHTFG,10/15/2018,Pre,214_2,7,210,1.75,0.8,0.81,1.2,0.89,3255.06,4468
SHTFG,10/15/2018,Pre,121_2,8,197,1.75,0.78,0.78,1.17,0.88,3255.06,4142
SHTFG,10/15/2018,Pre,111_2,3,237,1.7,0.76,0.77,1.14,0.87,3255.06,4977
SHTFG,10/15/2018,Pre,214_2,2,114,1.38,0.68,0.71,1.02,0.81,3255.06,2368
SHTFG,10/15/2018,Pre,211_2,7,202,1.68,0.79,0.8,1.19,0.89,3255.06,4129
SHTFG,10/15/2018,Pre,214_2,9,203,1.71,0.79,0.8,1.19,0.89,3255.06,4143
SHTFG,10/15/2018,Pre,121_2,10,222,1.71,0.76,0.76,1.14,0.86,3255.06,4500
SHTFG,10/15/2018,Pre,111_2,7,160,1.56,0.73,0.74,1.09,0.84,3255.06,3212
SHTFG,10/15/2018,Pre,111_2,5,227,1.71,0.76,0.76,1.14,0.86,3255.06,4496
SHTFG,10/15/2018,Pre,111_2,1,238,1.65,0.76,0.76,1.14,0.86,3255.06,4683
SHTFG,10/15/2018,Pre,214_1,12,139,1.59,0.75,0.76,1.12,0.86,3255.06,2716
SHTFG,10/15/2018,Pre,111_2,4,244,1.7,0.76,0.77,1.14,0.86,3255.06,4761
SHTFG,10/15/2018,Pre,211_1,12,84,1.18,0.62,0.67,0.93,0.76,3255.06,1623
SHTFG,10/15/2018,Pre,214_1,13,125,1.58,0.76,0.76,1.14,0.86,3255.06,2373
SHTFG,10/15/2018,Pre,121_2,4,202,1.67,0.75,0.75,1.13,0.86,3255.06,3816
SHTFG,10/15/2018,Pre,211_2,10,206,1.74,0.8,0.81,1.2,0.89,3255.06,3830
SHTFG,10/15/2018,Pre,111_1,13,146,1.55,0.72,0.73,1.08,0.84,3255.06,2698
SHTFG,10/15/2018,Pre,214_2,6,201,1.71,0.8,0.8,1.2,0.89,3255.06,3670
SHTFG,10/15/2018,Pre,111_2,2,244,1.75,0.78,0.78,1.16,0.87,3255.06,4445
SHTFG,10/15/2018,Pre,214_1,8,92,1.31,0.66,0.7,0.99,0.8,3255.06,1662
SHTFG,10/15/2018,Pre,211_1,7,114,1.45,0.71,0.73,1.06,0.83,3255.06,2048
SHTFG,10/15/2018,Pre,211_1,5,93,1.55,0.73,0.74,1.1,0.84,3255.06,1677
SHTFG,10/15/2018,Pre,121_2,5,185,1.68,0.75,0.76,1.12,0.85,3255.06,3304
SHTFG,10/15/2018,Pre,214_2,1,158,1.58,0.76,0.77,1.14,0.87,3255.06,2775
SHTFG,10/15/2018,Pre,211_1,4,131,1.55,0.73,0.75,1.09,0.84,3255.06,2257
SHTFG,10/15/2018,Pre,121_2,9,203,1.79,0.78,0.78,1.17,0.88,3255.06,3491
SHTFG,10/15/2018,Pre,214_1,3,121,1.47,0.71,0.73,1.06,0.83,3255.06,2087
SHTFG,10/15/2018,Pre,211_2,3,102,1.35,0.65,0.69,0.97,0.79,3255.06,1746
SHTFG,10/15/2018,Pre,111_1,2,143,1.55,0.72,0.73,1.07,0.83,3255.06,2418
SHTFG,10/15/2018,Pre,111_1,4,122,1.48,0.71,0.73,1.07,0.83,3255.06,2053
SHTFG,10/15/2018,Pre,214_1,4,133,1.51,0.7,0.71,1.04,0.82,3255.06,2173
SHTFG,10/15/2018,Pre,121_2,6,138,1.61,0.72,0.73,1.08,0.84,3255.06,2178
SHTFG,10/15/2018,Pre,214_1,7,92,1.33,0.68,0.71,1.02,0.81,3255.06,1424
SHTFG,10/15/2018,Pre,211_1,1,147,1.62,0.75,0.76,1.13,0.86,3255.06,2178
SHTFG,10/15/2018,Pre,211_2,6,184,1.69,0.79,0.79,1.18,0.88,3255.06,2709
SHTFG,10/15/2018,Pre,111_1,3,136,1.54,0.71,0.72,1.07,0.83,3255.06,1955
SHTFG,10/15/2018,Pre,211_2,2,149,1.52,0.72,0.74,1.08,0.84,3255.06,2112
SHTFG,10/15/2018,Pre,211_1,11,78,1.51,0.71,0.73,1.07,0.83,3255.06,1093
SHTFG,10/15/2018,Pre,211_1,2,139,1.63,0.75,0.76,1.13,0.86,3255.06,1936
SHTFG,10/15/2018,Pre,111_2,6,176,1.59,0.75,0.76,1.12,0.85,3255.06,2454
SHTFG,10/15/2018,Pre,111_1,5,103,1.38,0.67,0.69,1,0.8,3255.06,1334
